tripinfo_arrival,tripinfo_arrivalLane,tripinfo_arrivalPos,tripinfo_arrivalSpeed,tripinfo_depart,tripinfo_departDelay,tripinfo_departLane,tripinfo_departPos,tripinfo_departSpeed,tripinfo_devices,tripinfo_duration,tripinfo_id,tripinfo_rerouteNo,tripinfo_routeLength,tripinfo_speedFactor,tripinfo_stopTime,tripinfo_timeLoss,tripinfo_vType,tripinfo_vaporized,tripinfo_waitingCount,tripinfo_waitingTime
3057,E10_3,59.5,14.06,2942,0.75,#NAME?,2.1,0,tripinfo_s2.250 fcd_s2.250,115,s2.250,0,206.78,1.01,0,99.45,Car,,1,93
3057,E8_3,50.56,13.89,2944,0.54,#NAME?,2.1,0,tripinfo_n2.260 fcd_n2.260,113,n2.260,0,210.23,1,0,96.94,Car,,1,92
3058,E10_3,59.5,14.53,2954,0.99,#NAME?,2.1,0,tripinfo_s2.251 fcd_s2.251,104,s2.251,0,206.78,1.05,0,89.11,Car,,1,83
3058,E8_3,50.56,15.46,2955,0.22,#NAME?,2.1,0,tripinfo_n2.261 fcd_n2.261,103,n2.261,0,210.23,1.11,0,88.76,Car,,1,82
3060,E10_3,59.5,13.72,2966,1.22,#NAME?,2.1,0,tripinfo_s2.252 fcd_s2.252,94,s2.252,0,206.78,0.99,0,77.96,Car,,1,71
3060,E8_3,50.56,13.44,2967,0.9,#NAME?,2.1,0,tripinfo_n2.262 fcd_n2.262,93,n2.262,0,210.23,0.97,0,76.54,Car,,1,71
3060,E10_2,59.5,16.32,3042,0.25,#NAME?,2.1,0,tripinfo_n3.218 fcd_n3.218,18,n3.218,0,217.66,1.17,0,3.94,Car,,0,0
3061,E10_3,59.5,13.91,2977,0.46,#NAME?,2.1,0,tripinfo_s2.253 fcd_s2.253,84,s2.253,0,206.78,1,0,68.66,Car,,1,62
3062,E8_3,50.56,12.36,2978,0.58,#NAME?,2.1,0,tripinfo_n2.263 fcd_n2.263,84,n2.263,0,210.23,0.89,0,66.32,Car,,1,62
3063,E8_3,50.56,16.42,2989,0.26,#NAME?,2.1,0,tripinfo_n2.264 fcd_n2.264,74,n2.264,0,210.23,1.18,0,60.71,Car,,1,52
3065,E10_3,59.5,11.67,2989,0.69,#NAME?,2.1,0,tripinfo_s2.254 fcd_s2.254,76,s2.254,0,206.78,0.84,0,57.02,Car,,1,51
3065,E8_3,50.56,12.16,3002,1.94,#NAME?,2.1,0,tripinfo_n2.265 fcd_n2.265,63,n2.265,0,210.23,0.88,0,45.12,Car,,1,40
3066,E10_3,59.5,13.3,3002,1.93,#NAME?,2.1,0,tripinfo_s2.255 fcd_s2.255,64,s2.255,0,206.78,0.96,0,47.59,Car,,1,39
3066,E8_3,50.56,17.16,3012,0.61,#NAME?,2.1,0,tripinfo_n2.266 fcd_n2.266,54,n2.266,0,210.23,1.25,0,41.49,Car,,1,32
3067,E10_3,59.5,13.72,3012,0.16,#NAME?,2.1,0,tripinfo_s2.256 fcd_s2.256,55,s2.256,0,206.78,0.99,0,39.38,Car,,1,32
3067,E8_2,50.56,14.85,3051,1,#NAME?,2.1,0,tripinfo_s3.61 fcd_s3.61,16,s3.61,0,172.11,1.07,0,3.86,Car,,0,0
3068,E8_3,50.56,14.07,3023,0.29,#NAME?,2.1,0,tripinfo_n2.267 fcd_n2.267,45,n2.267,0,210.23,1.01,0,29.08,Car,,1,22
3069,E8_3,50.56,17.49,3035,0.97,#NAME?,2.1,0,tripinfo_n2.268 fcd_n2.268,34,n2.268,0,210.23,1.26,0,21.38,Car,,1,11
3069,E10_3,59.5,14.55,3048,0.87,#NAME?,2.1,0,tripinfo_s2.259 fcd_s2.259,21,s2.259,0,206.78,1.05,0,5.5,Car,,0,0
3070,E10_3,59.5,13.61,3024,0.4,#NAME?,2.1,0,tripinfo_s2.257 fcd_s2.257,46,s2.257,0,206.78,0.98,0,29.91,Car,,1,21
3071,E8_3,50.56,14.07,3046,0.65,#NAME?,2.1,0,tripinfo_n2.269 fcd_n2.269,25,n2.269,0,210.23,1.01,0,8.72,Car,,1,1
3073,E10_3,59.5,11.12,3036,0.63,#NAME?,2.1,0,tripinfo_s2.258 fcd_s2.258,37,s2.258,0,206.78,0.8,0,16.77,Car,,1,11
3074,E8_3,50.56,14.38,3057,0.33,#NAME?,2.1,0,tripinfo_n2.270 fcd_n2.270,17,n2.270,0,210.23,1.04,0,1.69,Car,,0,0
3076,E10_3,59.5,14.59,3059,0.1,#NAME?,2.1,0,tripinfo_s2.260 fcd_s2.260,17,s2.260,0,206.78,1.05,0,2.2,Car,,0,0
3080,E9_2,52.3,15.4,3062,2,#NAME?,2.1,0,tripinfo_e3.85 fcd_e3.85,18,e3.85,0,194.23,1.11,0,4.03,Car,,0,0
3086,E2_2,63.53,14.77,2970,0.65,#NAME?,2.1,0,tripinfo_w3.292 fcd_w3.292,116,w3.292,0,190.93,1.06,0,102.38,Car,,1,97
3087,E8_3,50.56,15.06,2979,0.51,#NAME?,2.1,0,tripinfo_w1.278 fcd_w1.278,108,w1.278,0,230.99,1.08,0,91.92,Car,,1,85
3088,E10_2,59.5,15.22,2964,0,#NAME?,2.1,0,tripinfo_e1.247 fcd_e1.247,124,e1.247,0,230.72,1.1,0,108.4,Car,,1,104
3088,E8_2,50.56,13.1,2968,0.22,#NAME?,2.1,0,tripinfo_w1.277 fcd_w1.277,120,w1.277,0,230.99,0.94,0,101.7,Car,,1,98
3089,E8_3,50.56,13.9,2990,0.79,#NAME?,2.1,0,tripinfo_w1.279 fcd_w1.279,99,w1.279,0,230.99,1,0,81.56,Car,,1,75
3090,E10_3,59.5,12.26,2976,0,#NAME?,2.1,0,tripinfo_e1.248 fcd_e1.248,114,e1.248,0,230.72,0.88,0,94.78,Car,,1,90
3090,E2_2,63.53,11.79,2980,0.48,#NAME?,2.1,0,tripinfo_w3.293 fcd_w3.293,110,w3.293,0,190.93,0.85,0,92.49,Car,,1,86
3090,E10_2,59.5,14.42,2988,0,#NAME?,2.1,0,tripinfo_e1.249 fcd_e1.249,102,e1.249,0,230.72,1.04,0,85.33,Car,,1,80
3090,E8_3,50.56,15.85,3000,0.08,#NAME?,2.1,0,tripinfo_w1.280 fcd_w1.280,90,w1.280,0,230.99,1.14,0,74.87,Car,,1,67
3091,E2_2,63.53,14.79,2991,1.31,#NAME?,2.1,0,tripinfo_w3.294 fcd_w3.294,100,w3.294,0,190.93,1.06,0,86.25,Car,,1,77
3091,E10_3,59.5,16.55,3000,0,#NAME?,2.1,0,tripinfo_e1.250 fcd_e1.250,91,e1.250,0,230.72,1.19,0,76.78,Car,,1,67
3091,E8_3,50.56,15,3011,0.37,#NAME?,2.1,0,tripinfo_w1.281 fcd_w1.281,80,w1.281,0,230.99,1.08,0,64.37,Car,,1,57
3092,E10_2,59.5,13.8,3012,0,#NAME?,2.1,0,tripinfo_e1.251 fcd_e1.251,80,e1.251,0,230.72,0.99,0,62.36,Car,,1,57
3093,E2_2,63.53,15.42,3002,2.15,#NAME?,2.1,0,tripinfo_w3.295 fcd_w3.295,91,w3.295,0,190.93,1.11,0,77.46,Car,,1,68
3093,E8_3,50.56,14.11,3022,0.65,#NAME?,2.1,0,tripinfo_w1.282 fcd_w1.282,71,w1.282,0,230.99,1.02,0,53.77,Car,,1,47
3093,E10_3,59.5,16.36,3024,0,#NAME?,2.1,0,tripinfo_e1.252 fcd_e1.252,69,e1.252,0,230.72,1.18,0,53.9,Car,,1,45
3094,E8_3,50.56,14.03,3033,0.94,#NAME?,2.1,0,tripinfo_w1.283 fcd_w1.283,61,w1.283,0,230.99,1.01,0,44,Car,,1,38
3094,E10_2,59.5,12.53,3036,0,#NAME?,2.1,0,tripinfo_e1.253 fcd_e1.253,58,e1.253,0,230.72,0.9,0,39.04,Car,,1,34
3094,E10_3,59.5,14.98,3048,0,#NAME?,2.1,0,tripinfo_e1.254 fcd_e1.254,46,e1.254,0,230.72,1.08,0,30,Car,,1,22
3095,E2_2,63.53,13.45,3012,1.98,#NAME?,2.1,0,tripinfo_w3.296 fcd_w3.296,83,w3.296,0,190.93,0.97,0,67.68,Car,,1,59
3095,E10_2,59.5,12.38,3060,0,#NAME?,2.1,0,tripinfo_e1.255 fcd_e1.255,35,e1.255,0,230.72,0.89,0,16.32,Car,,1,12
3095,E10_3,59.5,14.37,3072,0,#NAME?,2.1,0,tripinfo_e1.256 fcd_e1.256,23,e1.256,0,230.72,1.03,0,6.72,Car,,0,0
3096,E2_2,63.53,14.68,3021,0.81,#NAME?,2.1,0,tripinfo_w3.297 fcd_w3.297,75,w3.297,0,190.93,1.06,0,61.45,Car,,1,52
3098,E8_3,50.56,10.96,3043,0.22,#NAME?,2.1,0,tripinfo_w1.284 fcd_w1.284,55,w1.284,0,230.99,0.79,0,33.36,Car,,1,29
3099,E2_2,63.53,13.38,3031,0.64,#NAME?,2.1,0,tripinfo_w3.298 fcd_w3.298,68,w3.298,0,190.93,0.96,0,52.64,Car,,1,43
3099,E8_3,50.56,14.36,3054,0.51,#NAME?,2.1,0,tripinfo_w1.285 fcd_w1.285,45,w1.285,0,230.99,1.03,0,28.55,Car,,1,20
3100,E8_3,50.56,14.86,3065,0.8,#NAME?,2.1,0,tripinfo_w1.286 fcd_w1.286,35,w1.286,0,230.99,1.07,0,19.38,Car,,1,10
3101,E2_2,63.53,13.05,3041,0.47,#NAME?,2.1,0,tripinfo_w3.299 fcd_w3.299,60,w3.299,0,190.93,0.94,0,44.43,Car,,1,34
3102,E8_3,50.56,13.04,3075,0.08,#NAME?,2.1,0,tripinfo_w1.287 fcd_w1.287,27,w1.287,0,230.99,0.94,0,8.68,Car,,1,1
3104,E2_2,63.53,12.91,3051,0.3,#NAME?,2.1,0,tripinfo_w3.300 fcd_w3.300,53,w3.300,0,190.93,0.93,0,36.34,Car,,1,26
3105,E2_2,63.53,14.9,3061,0.13,#NAME?,2.1,0,tripinfo_w3.301 fcd_w3.301,44,w3.301,0,190.93,1.07,0,30.14,Car,,1,17
3106,E10_2,59.5,11.26,3084,0,#NAME?,2.1,0,tripinfo_e1.257 fcd_e1.257,22,e1.257,0,230.72,0.81,0,0.67,Car,,0,0
3108,E2_2,63.53,12.84,3072,0.96,#NAME?,2.1,0,tripinfo_w3.302 fcd_w3.302,36,w3.302,0,190.93,0.92,0,19.93,Car,,1,8
3108,E8_3,50.56,11.2,3086,0.37,#NAME?,2.1,0,tripinfo_w1.288 fcd_w1.288,22,w1.288,0,230.99,0.81,0,0.96,Car,,0,0
3110,E2_2,63.53,12.37,3082,0.79,#NAME?,2.1,0,tripinfo_w3.303 fcd_w3.303,28,w3.303,0,190.93,0.89,0,11.85,Car,,0,0
3113,E2_2,63.53,11.93,3092,0.62,#NAME?,2.1,0,tripinfo_w3.304 fcd_w3.304,21,w3.304,0,190.93,0.86,0,3.74,Car,,0,0
3116,E10_2,59.5,12.21,3096,0,#NAME?,2.1,0,tripinfo_e1.258 fcd_e1.258,20,e1.258,0,230.72,0.88,0,0.77,Car,,0,0
3117,E8_2,50.56,13.04,3097,0.65,#NAME?,2.1,0,tripinfo_w1.289 fcd_w1.289,20,w1.289,0,230.99,0.94,0,1.39,Car,,0,0
3118,E9_2,52.3,12.07,3098,2,#NAME?,2.1,0,tripinfo_e3.86 fcd_e3.86,20,e3.86,0,194.23,0.87,0,2.56,Car,,0,0
3119,E8_2,50.56,12.11,3101,1,#NAME?,2.1,0,tripinfo_s3.62 fcd_s3.62,18,s3.62,0,172.11,0.87,0,2.78,Car,,0,0
3121,E2_2,63.53,13.88,3102,0.46,#NAME?,2.1,0,tripinfo_w3.305 fcd_w3.305,19,w3.305,0,190.93,1,0,3.83,Car,,0,0
3125,E10_2,59.5,14.49,3108,0,#NAME?,2.1,0,tripinfo_e1.259 fcd_e1.259,17,e1.259,0,230.72,1.04,0,0.97,Car,,0,0
3127,E8_2,50.56,13.31,3108,0.94,#NAME?,2.1,0,tripinfo_w1.290 fcd_w1.290,19,w1.290,0,230.99,0.96,0,0.89,Car,,0,0
3129,E2_4,63.53,13.65,3001,1,#NAME?,2.1,0,tripinfo_e2.250 fcd_e2.250,128,e2.250,0,186.34,0.98,0,113.55,Car,,1,109
3130,E2_4,63.53,13.94,3013,1,#NAME?,2.1,0,tripinfo_e2.251 fcd_e2.251,117,e2.251,0,186.34,1,0,103.24,Car,,1,98
3131,E9_3,52.3,14.12,3001,1.09,#NAME?,2.1,0,tripinfo_w2.190 fcd_w2.190,130,w2.190,0,235.55,1.02,0,112.34,Car,,1,108
3131,E9_4,52.3,13.51,3016,0.3,#NAME?,2.1,0,tripinfo_w2.191 fcd_w2.191,115,w2.191,0,231.23,0.97,0,96.92,Car,,1,92
3132,E2_4,63.53,14.06,3025,1,#NAME?,2.1,0,tripinfo_e2.252 fcd_e2.252,107,e2.252,0,186.34,1.01,0,92.59,Car,,1,87
3132,E9_4,52.3,13.33,3048,0.72,#NAME?,2.1,0,tripinfo_w2.193 fcd_w2.193,84,w2.193,0,231.23,0.96,0,66.22,Car,,1,60
3132,E2_2,63.53,11.79,3112,0.29,#NAME?,2.1,0,tripinfo_w3.306 fcd_w3.306,20,w3.306,0,190.93,0.85,0,2.58,Car,,0,0
3133,E9_3,52.3,13.05,3032,0.51,#NAME?,2.1,0,tripinfo_w2.192 fcd_w2.192,101,w2.192,0,235.55,0.94,0,82.03,Car,,1,77
3133,E2_4,63.53,13.42,3037,1,#NAME?,2.1,0,tripinfo_e2.253 fcd_e2.253,96,e2.253,0,186.34,0.97,0,81.52,Car,,1,76
3133,E9_4,52.3,17.91,3079,0.15,#NAME?,2.1,0,tripinfo_w2.195 fcd_w2.195,54,w2.195,0,231.23,1.29,0,40.61,Car,,1,31
3134,E9_3,52.3,13.61,3064,0.93,#NAME?,2.1,0,tripinfo_w2.194 fcd_w2.194,70,w2.194,0,235.55,0.98,0,52.1,Car,,1,47
3135,E2_4,63.53,14.29,3049,1,#NAME?,2.1,0,tripinfo_e2.254 fcd_e2.254,86,e2.254,0,186.34,1.03,0,71.73,Car,,1,66
3135,E9_4,52.3,13.47,3111,0.57,#NAME?,2.1,0,tripinfo_w2.197 fcd_w2.197,24,w2.197,0,231.23,0.97,0,6,Car,,0,0
3136,E2_4,63.53,15.07,3061,1,#NAME?,2.1,0,tripinfo_e2.255 fcd_e2.255,75,e2.255,0,186.34,1.09,0,61.71,Car,,1,55
3136,E9_3,52.3,12.84,3095,0.36,#NAME?,2.1,0,tripinfo_w2.196 fcd_w2.196,41,w2.196,0,235.55,0.92,0,21.58,Car,,1,17
3137,E2_4,63.53,14.31,3073,1,#NAME?,2.1,0,tripinfo_e2.256 fcd_e2.256,64,e2.256,0,186.34,1.03,0,50.55,Car,,1,44
3139,E2_4,63.53,15.05,3085,1,#NAME?,2.1,0,tripinfo_e2.257 fcd_e2.257,54,e2.257,0,186.34,1.08,0,40.35,Car,,1,34
3141,E2_4,63.53,13.19,3097,1,#NAME?,2.1,0,tripinfo_e2.258 fcd_e2.258,44,e2.258,0,186.34,0.95,0,28.66,Car,,1,23
3142,E2_4,63.53,16.57,3109,1,#NAME?,2.1,0,tripinfo_e2.259 fcd_e2.259,33,e2.259,0,186.34,1.19,0,20.7,Car,,1,12
3143,E2_4,63.53,14.83,3121,1,#NAME?,2.1,0,tripinfo_e2.260 fcd_e2.260,22,e2.260,0,186.34,1.07,0,8.72,Car,,1,2
3147,E9_3,52.3,13.12,3127,0.78,#NAME?,2.1,0,tripinfo_w2.198 fcd_w2.198,20,w2.198,0,235.55,0.94,0,0.99,Car,,0,0
3150,E2_4,63.53,12.22,3133,1,#NAME?,2.1,0,tripinfo_e2.261 fcd_e2.261,17,e2.261,0,186.34,0.88,0,1.1,Car,,0,0
3153,E9_2,52.3,13.37,3134,2,#NAME?,2.1,0,tripinfo_e3.87 fcd_e3.87,19,e3.87,0,194.23,0.96,0,3.2,Car,,0,0
3157,E2_3,63.53,17.49,3063,0.39,#NAME?,2.1,0,tripinfo_n1.342 fcd_n1.342,94,n1.342,0,198.73,1.26,0,82,Car,,1,73
3158,E2_2,63.53,14.23,3036,0.26,#NAME?,2.1,0,tripinfo_n1.339 fcd_n1.339,122,n1.339,0,198.73,1.02,0,107.45,Car,,1,103
3159,E2_2,63.53,14.11,3072,0.44,#NAME?,2.1,0,tripinfo_n1.343 fcd_n1.343,87,n1.343,0,198.73,1.02,0,72.71,Car,,1,66
3159,E2_3,63.53,14.93,3081,0.48,#NAME?,2.1,0,tripinfo_n1.344 fcd_n1.344,78,n1.344,0,198.73,1.07,0,64.11,Car,,1,56
3160,E9_3,52.3,13.93,3045,0,#NAME?,2.1,0,tripinfo_s1.609 fcd_s1.609,115,s1.609,0,198.26,1,0,100.05,Car,,1,95
3161,E9_2,52.3,11.83,3040,0,#NAME?,2.1,0,tripinfo_s1.608 fcd_s1.608,121,s1.608,0,198.26,0.85,0,103.99,Car,,1,101
3161,E9_3,52.3,13.95,3055,0,#NAME?,2.1,0,tripinfo_s1.611 fcd_s1.611,106,s1.611,0,198.26,1,0,91.4,Car,,1,86
3161,E2_2,63.53,13.52,3090,0.53,#NAME?,2.1,0,tripinfo_n1.345 fcd_n1.345,71,n1.345,0,198.73,0.97,0,55.72,Car,,1,49
3161,E2_3,63.53,12.77,3099,0.57,#NAME?,2.1,0,tripinfo_n1.346 fcd_n1.346,62,n1.346,0,198.73,0.92,0,46.29,Car,,1,39
3162,E9_2,52.3,13.63,3050,0,#NAME?,2.1,0,tripinfo_s1.610 fcd_s1.610,112,s1.610,0,198.26,0.98,0,97.43,Car,,1,91
3162,E2_2,63.53,13.48,3108,0.62,#NAME?,2.1,0,tripinfo_n1.347 fcd_n1.347,54,n1.347,0,198.73,0.97,0,39.03,Car,,1,33
3162,E2_3,63.53,16.83,3117,0.66,#NAME?,2.1,0,tripinfo_n1.348 fcd_n1.348,45,n1.348,0,198.73,1.21,0,33.11,Car,,1,23
3164,E9_2,52.3,13.81,3060,0,#NAME?,2.1,0,tripinfo_s1.612 fcd_s1.612,104,s1.612,0,198.26,0.99,0,88.93,Car,,1,82
3164,E9_3,52.3,11.45,3065,0,#NAME?,2.1,0,tripinfo_s1.613 fcd_s1.613,99,s1.613,0,198.26,0.82,0,81.55,Car,,1,77
3164,E2_2,63.53,12.82,3126,0.71,#NAME?,2.1,0,tripinfo_n1.349 fcd_n1.349,38,n1.349,0,198.73,0.92,0,22.03,Car,,1,16
3164,E2_3,63.53,14.56,3135,0.75,#NAME?,2.1,0,tripinfo_n1.350 fcd_n1.350,29,n1.350,0,198.73,1.05,0,14.72,Car,,1,6
3165,E9_2,52.3,13.97,3070,0,#NAME?,2.1,0,tripinfo_s1.614 fcd_s1.614,95,s1.614,0,198.26,1.01,0,80.42,Car,,1,74
3165,E9_3,52.3,15.06,3075,0,#NAME?,2.1,0,tripinfo_s1.615 fcd_s1.615,90,s1.615,0,198.26,1.08,0,76.79,Car,,1,68
3166,E9_2,52.3,14.42,3080,0,#NAME?,2.1,0,tripinfo_s1.616 fcd_s1.616,86,s1.616,0,198.26,1.04,0,72.15,Car,,1,65
3167,E9_3,52.3,12.29,3085,0,#NAME?,2.1,0,tripinfo_s1.617 fcd_s1.617,82,s1.617,0,198.26,0.88,0,65.4,Car,,1,60
3167,E2_2,63.53,11.31,3144,0.8,#NAME?,2.1,0,tripinfo_n1.351 fcd_n1.351,23,n1.351,0,198.73,0.81,0,4.49,Car,,0,0
3167,E8_2,50.56,15.98,3151,1,#NAME?,2.1,0,tripinfo_s3.63 fcd_s3.63,16,s3.63,0,172.11,1.15,0,4.27,Car,,0,0
3168,E9_2,52.3,15.94,3090,0,#NAME?,2.1,0,tripinfo_s1.618 fcd_s1.618,78,s1.618,0,198.26,1.15,0,64.69,Car,,1,57
3168,E9_3,52.3,14.08,3095,0,#NAME?,2.1,0,tripinfo_s1.619 fcd_s1.619,73,s1.619,0,198.26,1.01,0,58.71,Car,,1,51
3168,E2_2,63.53,14.76,3153,0.84,#NAME?,2.1,0,tripinfo_n1.352 fcd_n1.352,15,n1.352,0,198.73,1.06,0,1.47,Car,,0,0
3169,E9_2,52.3,16.31,3100,0,#NAME?,2.1,0,tripinfo_s1.620 fcd_s1.620,69,s1.620,0,198.26,1.17,0,56.25,Car,,1,48
3170,E2_2,63.53,13.94,3054,0.35,#NAME?,2.1,0,tripinfo_n1.341 fcd_n1.341,116,n1.341,0,198.73,1,0,101.56,Car,,2,95
3170,E9_3,52.3,13.68,3105,0,#NAME?,2.1,0,tripinfo_s1.621 fcd_s1.621,65,s1.621,0,198.26,0.98,0,49.64,Car,,1,43
3171,E9_2,52.3,12.59,3110,0,#NAME?,2.1,0,tripinfo_s1.622 fcd_s1.622,61,s1.622,0,198.26,0.91,0,44.61,Car,,1,39
3171,E9_3,52.3,16.08,3115,0,#NAME?,2.1,0,tripinfo_s1.623 fcd_s1.623,56,s1.623,0,198.26,1.16,0,43.07,Car,,1,34
3172,E9_2,52.3,13.45,3120,0,#NAME?,2.1,0,tripinfo_s1.624 fcd_s1.624,52,s1.624,0,198.26,0.97,0,36.94,Car,,1,31
3172,E9_3,52.3,12.39,3125,0,#NAME?,2.1,0,tripinfo_s1.625 fcd_s1.625,47,s1.625,0,198.26,0.89,0,30.98,Car,,1,26
3173,E9_2,52.3,15.07,3130,0,#NAME?,2.1,0,tripinfo_s1.626 fcd_s1.626,43,s1.626,0,198.26,1.08,0,29.74,Car,,1,22
3175,E9_3,52.3,11.01,3135,0,#NAME?,2.1,0,tripinfo_s1.627 fcd_s1.627,40,s1.627,0,198.26,0.79,0,21.15,Car,,1,17
3175,E9_2,52.3,15.77,3140,0,#NAME?,2.1,0,tripinfo_s1.628 fcd_s1.628,35,s1.628,0,198.26,1.14,0,21.62,Car,,1,14
3176,E9_3,52.3,13.26,3145,0,#NAME?,2.1,0,tripinfo_s1.629 fcd_s1.629,31,s1.629,0,198.26,0.95,0,15.55,Car,,1,8
3176,E9_2,52.3,15.17,3150,0,#NAME?,2.1,0,tripinfo_s1.630 fcd_s1.630,26,s1.630,0,198.26,1.09,0,12.47,Car,,1,5
3177,E9_3,52.3,11.46,3155,0,#NAME?,2.1,0,tripinfo_s1.631 fcd_s1.631,22,s1.631,0,198.26,0.83,0,4.7,Car,,0,0
3178,E2_2,63.53,13.78,3162,0.89,#NAME?,2.1,0,tripinfo_n1.353 fcd_n1.353,16,n1.353,0,198.73,0.99,0,0.91,Car,,0,0
3179,E9_3,52.3,11.27,3160,0,#NAME?,2.1,0,tripinfo_s1.632 fcd_s1.632,19,s1.632,0,198.26,0.81,0,1.37,Car,,0,0
3180,E2_2,63.53,11.98,3045,0.3,#NAME?,2.1,0,tripinfo_n1.340 fcd_n1.340,135,n1.340,0,198.73,0.86,0,117.96,Car,,2,113
3180,E9_2,52.3,14.74,3165,0,#NAME?,2.1,0,tripinfo_s1.633 fcd_s1.633,15,s1.633,0,198.26,1.06,0,0.98,Car,,0,0
3184,E10_2,59.5,12.65,3056,0.29,#NAME?,2.1,0,tripinfo_n3.219 fcd_n3.219,128,n3.219,0,217.66,0.91,0,109.07,Car,,3,101
3185,E10_2,59.5,15.23,3070,0.34,#NAME?,2.1,0,tripinfo_n3.220 fcd_n3.220,115,n3.220,0,217.66,1.1,0,99.74,Car,,3,89
3186,E9_2,52.3,13.27,3170,0,#NAME?,2.1,0,tripinfo_s1.634 fcd_s1.634,16,s1.634,0,198.26,0.96,0,0.87,Car,,0,0
3187,E2_2,63.53,13.74,3171,0.93,#NAME?,2.1,0,tripinfo_n1.354 fcd_n1.354,16,n1.354,0,198.73,0.99,0,0.91,Car,,0,0
3188,E10_2,59.5,12.46,3084,0.39,#NAME?,2.1,0,tripinfo_n3.221 fcd_n3.221,104,n3.221,0,217.66,0.9,0,84.99,Car,,3,76
3189,E9_2,52.3,13.18,3170,2,#NAME?,2.1,0,tripinfo_e3.88 fcd_e3.88,19,e3.88,0,194.23,0.95,0,3.11,Car,,0,0
3191,E9_2,52.3,13.85,3175,0,#NAME?,2.1,0,tripinfo_s1.635 fcd_s1.635,16,s1.635,0,198.26,1,0,1.4,Car,,0,0
3192,E10_2,59.5,9.97,3098,0.43,#NAME?,2.1,0,tripinfo_n3.222 fcd_n3.222,94,n3.222,0,217.66,0.72,0,71.15,Car,,3,63
3193,E10_2,59.5,14.9,3112,0.48,#NAME?,2.1,0,tripinfo_n3.223 fcd_n3.223,81,n3.223,0,217.66,1.07,0,65.67,Car,,3,51
3195,E10_2,59.5,16.07,3127,1.53,#NAME?,2.1,0,tripinfo_n3.224 fcd_n3.224,68,n3.224,0,217.66,1.16,0,52.94,Car,,3,37
3196,E10_2,59.5,13.67,3140,0.58,#NAME?,2.1,0,tripinfo_n3.225 fcd_n3.225,56,n3.225,0,217.66,0.98,0,39.03,Car,,3,26
3197,E10_2,59.5,15.7,3154,0.62,#NAME?,2.1,0,tripinfo_n3.226 fcd_n3.226,43,n3.226,0,217.66,1.13,0,28.75,Car,,2,14
3197,E2_2,63.53,13.08,3180,0.98,#NAME?,2.1,0,tripinfo_n1.355 fcd_n1.355,17,n1.355,0,198.73,0.94,0,0.85,Car,,0,0
3199,E10_2,59.5,13.9,3168,0.67,#NAME?,2.1,0,tripinfo_n3.227 fcd_n3.227,31,n3.227,0,217.66,1,0,14.58,Car,,1,3
3199,E9_2,52.3,10.96,3180,0,#NAME?,2.1,0,tripinfo_s1.636 fcd_s1.636,19,s1.636,0,198.26,0.79,0,0.63,Car,,0,0
3201,E9_2,52.3,14.78,3185,0,#NAME?,2.1,0,tripinfo_s1.637 fcd_s1.637,16,s1.637,0,198.26,1.06,0,1.85,Car,,0,0
3203,E10_2,59.5,13.59,3183,1.72,#NAME?,2.1,0,tripinfo_n3.228 fcd_n3.228,20,n3.228,0,217.66,0.98,0,3.59,Car,,0,0
3205,E8_3,50.56,12.33,3068,0.01,#NAME?,2.1,0,tripinfo_n2.271 fcd_n2.271,137,n2.271,0,210.23,0.89,0,119.19,Car,,1,116
3205,E10_3,59.5,15.6,3071,0.34,#NAME?,2.1,0,tripinfo_s2.261 fcd_s2.261,134,s2.261,0,206.78,1.12,0,119.65,Car,,1,114
3207,E8_3,50.56,12.81,3080,0.69,#NAME?,2.1,0,tripinfo_n2.272 fcd_n2.272,127,n2.272,0,210.23,0.92,0,109.27,Car,,1,104
3208,E10_3,59.5,13.16,3083,0.57,#NAME?,2.1,0,tripinfo_s2.262 fcd_s2.262,125,s2.262,0,206.78,0.95,0,108.05,Car,,1,102
3208,E8_3,50.56,14.48,3091,0.37,#NAME?,2.1,0,tripinfo_n2.273 fcd_n2.273,117,n2.273,0,210.23,1.04,0,101.36,Car,,1,94
3209,E10_3,59.5,15.59,3096,1.81,#NAME?,2.1,0,tripinfo_s2.263 fcd_s2.263,113,s2.263,0,206.78,1.12,0,98.67,Car,,1,91
3209,E8_3,50.56,13.63,3102,0.05,#NAME?,2.1,0,tripinfo_n2.274 fcd_n2.274,107,n2.274,0,210.23,0.98,0,90.8,Car,,1,85
3211,E10_3,59.5,14.02,3106,0.04,#NAME?,2.1,0,tripinfo_s2.264 fcd_s2.264,105,s2.264,0,206.78,1.01,0,88.88,Car,,1,82
3211,E8_3,50.56,12.7,3114,0.73,#NAME?,2.1,0,tripinfo_n2.275 fcd_n2.275,97,n2.275,0,210.23,0.91,0,79.44,Car,,1,74
3212,E10_3,59.5,15.39,3118,0.28,#NAME?,2.1,0,tripinfo_s2.265 fcd_s2.265,94,s2.265,0,206.78,1.11,0,79.77,Car,,1,71
3214,E8_3,50.56,11.29,3125,0.4,#NAME?,2.1,0,tripinfo_n2.276 fcd_n2.276,89,n2.276,0,210.23,0.81,0,69.08,Car,,1,64
